ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00002519,Feb,2,Monday,Honda,Urban,Monday,Feb,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00001506,Feb,3,Saturday,Mazda,Urban,Wednesday,Mar,2,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00007516,Oct,2,Friday,Toyota,Urban,Monday,Oct,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00006203,Sep,1,Sunday,Mazda,Urban,Tuesday,Sep,1,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00001046,Sep,4,Monday,Chevrolet,Urban,Tuesday,Sep,4,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,3 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1996,Collision
CL00005406,Aug,1,Saturday,Pontiac,Urban,Thursday,Aug,2,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00000195,Apr,3,Saturday,Pontiac,Urban,Monday,Apr,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00007625,Oct,3,Monday,Pontiac,Urban,Tuesday,Nov,2,Female,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00011576,May,5,Saturday,Honda,Urban,Monday,May,5,Male,Married,Third Party,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00014299,Nov,5,Sunday,Honda,Urban,Thursday,Dec,1,Male,Single,Third Party,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,1,new,16 to 17,No,Yes,External,none,no change,1 vehicle,1995,All Perils
CL00001482,Aug,4,Friday,Chevrolet,Urban,Tuesday,Aug,5,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00012232,May,5,Tuesday,Honda,Urban,Thursday,Jun,1,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00008780,Oct,1,Monday,Honda,Urban,Monday,Oct,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00007590,Nov,5,Thursday,Toyota,Urban,Thursday,Dec,4,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
CL00012074,Jan,2,Thursday,Honda,Urban,Friday,Jan,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,more than 4,7 years,41 to 50,Yes,No,External,none,no change,1 vehicle,1994,All Perils
CL00003499,Jan,3,Monday,Pontiac,Urban,Monday,Jan,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00011270,Nov,3,Thursday,Pontiac,Urban,Tuesday,Nov,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
CL00008498,Jan,1,Sunday,Toyota,Urban,Monday,Jan,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00006657,Apr,1,Tuesday,Pontiac,Rural,Monday,Apr,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00007989,Jun,2,Monday,Pontiac,Urban,Wednesday,Jun,3,Female,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00006717,Mar,5,Tuesday,Mazda,Urban,Friday,Apr,1,Male,Married,Third Party,Sedan - Collision,Sedan,less than 20000,0,400,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
CL00009526,Nov,2,Thursday,Pontiac,Rural,Tuesday,Nov,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00015110,Jun,5,Friday,Honda,Urban,Monday,Jul,1,Male,Married,Third Party,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00009412,Jul,3,Friday,Chevrolet,Urban,Monday,Jul,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00006440,Apr,4,Thursday,Toyota,Urban,Friday,May,1,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00013063,Jul,4,Wednesday,Chevrolet,Rural,Thursday,Jul,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00000060,Jan,5,Tuesday,Chevrolet,Urban,Friday,Mar,2,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00003605,May,5,Monday,Chevrolet,Urban,Wednesday,Jun,1,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,1,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00013796,Jan,4,Monday,VW,Rural,Thursday,Jan,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,more than 4,more than 7,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00010092,Jan,3,Wednesday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00009332,Jun,3,Tuesday,Pontiac,Urban,Thursday,Jun,3,Male,Single,Policy Holder,Sedan - Liability,Sport,less than 20000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00001444,Jun,5,Friday,Mazda,Urban,Saturday,Jul,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00007644,Feb,2,Wednesday,Honda,Urban,Wednesday,Feb,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00005402,Nov,3,Friday,Mazda,Urban,Monday,Dec,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00004238,Jun,3,Sunday,Pontiac,Urban,Thursday,Jun,4,Male,Married,Third Party,Sedan - Collision,Sedan,less than 20000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00001421,Jul,1,Tuesday,Pontiac,Urban,Thursday,Jul,2,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00004919,Dec,4,Saturday,Toyota,Rural,Tuesday,Dec,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00010630,Oct,5,Sunday,Toyota,Rural,Thursday,Nov,1,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00009868,Aug,1,Friday,Toyota,Rural,Wednesday,Aug,4,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00012254,Jun,4,Friday,Mazda,Urban,Friday,Jun,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
CL00013069,Mar,2,Saturday,Chevrolet,Urban,Monday,Mar,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,500,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,2 to 3 years,1 vehicle,1995,All Perils
CL00011732,Sep,5,Saturday,Toyota,Urban,Monday,Oct,1,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,1,5 years,26 to 30,No,No,Internal,none,no change,1 vehicle,1994,Liability
CL00013824,Apr,4,Monday,Pontiac,Urban,Thursday,May,1,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00006662,Jul,1,Saturday,Toyota,Urban,Tuesday,Jul,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00002175,Sep,2,Thursday,Ford,Urban,Friday,Sep,3,Female,Married,Third Party,Sedan - All Perils,Sedan,40000 to 59000,0,400,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00003342,Oct,4,Thursday,Toyota,Urban,Saturday,Dec,3,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00015164,Oct,4,Wednesday,Pontiac,Urban,Friday,Dec,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,400,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00008855,Mar,1,Thursday,Chevrolet,Urban,Thursday,Mar,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00004021,Jan,1,Sunday,Mazda,Urban,Thursday,Feb,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00002484,Feb,1,Thursday,Toyota,Urban,Thursday,Feb,1,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
CL00005930,May,2,Thursday,Toyota,Urban,Tuesday,May,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,400,none,15 to 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00015030,Mar,2,Wednesday,Honda,Urban,Thursday,Mar,2,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability
CL00011777,Jun,2,Wednesday,Mazda,Urban,Wednesday,Jun,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,3 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00013274,Sep,2,Monday,Toyota,Urban,Thursday,Sep,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00000218,Dec,4,Monday,Chevrolet,Urban,Wednesday,Dec,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,4 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Collision
CL00010253,Feb,4,Friday,Toyota,Urban,Tuesday,Mar,2,Female,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,1,3 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00011776,Sep,4,Saturday,Pontiac,Urban,Thursday,Oct,1,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00005828,Nov,4,Thursday,Toyota,Urban,Monday,Nov,5,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00001318,Mar,1,Friday,Pontiac,Urban,Friday,Mar,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,500,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils
CL00002200,Feb,2,Wednesday,Pontiac,Urban,Monday,Feb,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,Yes,External,none,no change,1 vehicle,1996,All Perils
CL00012891,Sep,2,Friday,Ford,Urban,Tuesday,Sep,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,400,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00007842,Feb,4,Friday,Mazda,Urban,Thursday,Mar,2,Female,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00003790,Apr,4,Thursday,VW,Urban,Monday,Apr,4,Male,Single,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00001324,Feb,2,Thursday,Chevrolet,Urban,Friday,Feb,2,Male,Married,Third Party,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00011990,Apr,2,Sunday,Mazda,Urban,Monday,Apr,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00008929,Dec,1,Friday,Mazda,Urban,Monday,Dec,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
CL00000907,Feb,2,Saturday,Honda,Urban,Thursday,Feb,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,1 year,2 vehicles,1994,Liability
CL00012161,Nov,1,Monday,Honda,Urban,Monday,Nov,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
CL00012283,Apr,4,Friday,Toyota,Urban,Wednesday,May,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00009391,Feb,2,Saturday,Mazda,Urban,Monday,Feb,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,700,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00008256,Mar,4,Wednesday,Accura,Urban,Tuesday,Mar,5,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00008626,Dec,3,Saturday,Ford,Urban,Thursday,Dec,4,Female,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00001620,May,2,Thursday,Pontiac,Urban,Friday,May,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00011026,Mar,4,Tuesday,Pontiac,Urban,Monday,Mar,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00012269,Mar,3,Monday,Accura,Urban,Thursday,Mar,3,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,1,400,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00013845,Jun,2,Thursday,Pontiac,Urban,Thursday,Jun,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00009719,Aug,4,Tuesday,Mazda,Urban,Tuesday,Aug,4,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00001350,Jun,2,Tuesday,Pontiac,Urban,Wednesday,Jun,3,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00008195,Feb,4,Friday,Honda,Urban,Friday,Mar,1,Female,Divorced,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,5 to 8,1994,All Perils
CL00004905,Feb,3,Thursday,Pontiac,Urban,Thursday,Mar,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
CL00008426,Feb,3,Saturday,Pontiac,Urban,Thursday,Feb,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,5 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
CL00010346,Apr,2,Saturday,Toyota,Urban,Tuesday,Apr,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00007669,Mar,5,Wednesday,Pontiac,Rural,Friday,Apr,2,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00009291,Feb,2,Wednesday,Pontiac,Urban,Thursday,Feb,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00004308,Mar,3,Sunday,Pontiac,Urban,Thursday,Mar,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00007582,May,2,Tuesday,Honda,Urban,Monday,May,3,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability
CL00006497,Aug,2,Sunday,Pontiac,Rural,Friday,Aug,3,Female,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,400,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00011613,Nov,1,Friday,Toyota,Urban,Wednesday,Dec,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,Yes,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00002325,May,1,Wednesday,Pontiac,Urban,Friday,May,1,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00013896,Apr,2,Friday,Pontiac,Urban,Monday,Jul,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
CL00007654,Feb,3,Saturday,Chevrolet,Urban,Monday,Feb,4,Male,Single,Third Party,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00009213,Sep,2,Monday,Mazda,Urban,Monday,Sep,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
CL00001517,Oct,1,Tuesday,Toyota,Urban,Wednesday,Oct,1,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,4 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
CL00011001,Jul,4,Friday,Pontiac,Urban,Friday,Jul,4,Male,Married,Third Party,Sedan - Collision,Sedan,less than 20000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00012617,May,2,Tuesday,Mazda,Urban,Tuesday,May,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,more than 4,7 years,over 65,No,No,External,none,no change,1 vehicle,1995,Collision
CL00011964,Aug,3,Sunday,Pontiac,Urban,Wednesday,Sep,1,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00012495,Sep,5,Thursday,Honda,Urban,Tuesday,Oct,1,Female,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,3 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00005860,Jan,4,Friday,Chevrolet,Urban,Tuesday,Feb,1,Female,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
CL00002294,Feb,4,Monday,Chevrolet,Urban,Thursday,Mar,1,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
CL00006606,Feb,3,Wednesday,Pontiac,Urban,Thursday,Feb,3,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00007560,Jun,4,Sunday,Pontiac,Urban,Wednesday,Jun,5,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00003125,May,3,Sunday,Accura,Urban,Monday,May,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00013984,Oct,5,Saturday,Toyota,Rural,Thursday,Nov,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00014649,Sep,3,Thursday,Mazda,Urban,Friday,Oct,3,Female,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
CL00012792,Dec,2,Sunday,Toyota,Urban,Thursday,Dec,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00012838,Dec,5,Friday,Toyota,Urban,Wednesday,Jan,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,400,none,more than 30,1,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00006671,Apr,1,Sunday,Chevrolet,Urban,Tuesday,Apr,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00009159,Nov,3,Thursday,Honda,Urban,Thursday,Nov,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,Collision
CL00011000,Aug,1,Wednesday,VW,Urban,Monday,Aug,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,1,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
